candidate_id,full_name,email,phone,age,graduation_year,institute,degree,major,current_city,applied_role,current_title,career_path,total_experience,num_employers,company_type,company_size,skills,certifications,technical_assessment,aptitude_score,last_rating,kpi_met,awards,trainings_last_year,training_hours,recruitment_channel,last_job_change,currently_enrolled,overtime_history,current_ctc,expected_ctc,notice_period,recruiter_note,post_hire_score
CH-PTDVFX,Dheeraj Singhal,dheeraj.singhal554@outlook.com,+91 9291950487,55,2012,NorthCap University,Bachelor of Technology,STEM,Ranchi,Full Stack Engineer,Full Stack Developer Lead,Trainee (1.6 yrs) | Full Stack Developer (3.8 yrs) | Full Stack Developer (2.5 yrs) | Senior Full Stack Developer (3.0 yrs) | Lead Full Stack Developer (2.7 yrs),13.6 years,4,Pvt Ltd,1000-4999,"node js, Graph QL, T-SQL, ReactJS, RESTful services, Dockerization",NPTEL DSA (Elite),63,6.0,5/5,Yes,-,1,21,Direct,2,no_enrollment,No,INR 41.3 lakh,44.60L,Serving notice - 15 days,,53.4
CH-SW1OZM,Devashish Rai,devashish.rai160@hotmail.com,+91 9448587080,30,2019,Indira Gandhi Institute of Development and Research,B.Sc,STEM,Chennai,Backend Engineer,Software Engineer II,Trainee (3.6y) | Apprentice (0.5y) | Software Engineer II (2.1y),6.1,1,,,"selenium, rest api, React Native, Python, Postgres, microservice architecture",ISTQB Foundation,82,8.8,5,TRUE,0,4,47,Referral,1,Full time course,No,"₹21,57,000",25.9 lpa,45 days,,53.4
CH-4I7PAS,Shobha Ghosh,shobha.ghosh905@outlook.com,+91 8889250046,44,2004,NSIT Delhi,B.Tech,STEM,Gurgaon,Data Scientist,Data Scientist I,Trainee [226 mo] > Associate Data Scientist [24 mo],>20,1,Pvt Ltd,500-999,"Structured Query Language, experimentation, Pandas, Hadoop, sklearn, hypothesis testing, GitHub, Tableau",ISTQB Foundation; Scrum Master (CSM),52,,5,Yes,-,1,12,LinkedIn,3,no_enrollment,No,32.52L,INR 53.9 lakh,Immediate joiner,,85.0
CH-WF4J1K,Harshita Sarkar,harshita.sarkar17@yahoo.co.in,+91 9143875500,32,2016,Jain Vishva Bharati Institute,B.Sc,Arts,Gurugram,Mobile Engineer,Senior Mobile Developer,Mobile Developer Intern (2.6y) > Trainee Mobile Developer (0.8y) > Mobile Developer (1.5y) > Trainee Mobile Developer (2.5y) > Senior Mobile Developer (1.6y),9.0 years,5,Public Sector,<10,"RESTful services,Android SDK,flutter,version control,kotlin",,72,8.0,Meets Expectations,No,0,1,28,Employee Referral,3,no_enrollment,No,17.5 LPA,"₹22,20,000",15 days,Prefers hybrid work.,77.0
CH-T4TO7P,Pallav Sagar,pallav.sagar128@hotmail.com,+91 9264616736,42,2007,Manipal Institute of Technology,Btech,STEM,Pune,Mobile Engineer,Principal Mobile Developer,Mobile Developer I (6.6y) -> Mobile Developer II (2.1y) -> Mobile Developer (4.5y) -> Tech Lead (3.1y) -> Manager - Mobile (1.6y),215 months,7,Pvt Ltd,1000-4999,"CSS3, Flutter, selenium, GitHub, RESTful services",PMP,35,5.9,1,N,-,1,111,Referral,1,no_enrollment,No,INR 39.6 lakh,"₹54,71,000",Serving notice - 30 days,Handled 24x7 on-call for core APIs; led root-cause analysis for outages. Strong ownership; drove a cross-team initiative. Hiring manager flagged excellent system-design round.,21.6
CH-E0G4I0,Kavindra Trivedi,kavindra.trivedi151@yahoo.co.in,+91 7376158773,41,2007,Indian Institute of Technology Bombay,BE,STEM,Chennai,ML Engineer,Head of AI,"Trainee ML Engineer (1.1 yrs) | ML Engineer (1.9 yrs) | ML Engineer (5.5 yrs) | AI Manager (2.2 yrs) | Principal ML Engineer (2.9 yrs) | Principal ML Engineer (4.6 yrs) | Director, AI (0.1 yrs)",18.4,1,,,"natural language processing, python, tensorflow, docker, Power BI, K8s, Excel",,28,1.1,New joiner - not rated,Yes,0,1,24,Sourcing,2,Full time course,Yes,"₹45,40,000",5.59 Cr,60 days,Currently exploring 2-3 other offers.,28.9
CH-DI4A27,Shweta Tanwar,shweta.tanwar171@hotmail.com,+91 9929398854,,2003,CMJ University,12th,STEM,Madras,Mobile Engineer,VP Mobile,Trainee Mobile Developer [78 mo] → Mobile Developer [40 mo] → Senior Mobile Developer [64 mo] → Mobile Manager [20 mo] → Principal Mobile Developer [15 mo] → Head of Mobile [55 mo] → VP Mobile [7 mo],23 years,1,Early Stage Startup,<10,selenium; Swift; T-SQL; CPP; kotlin,,73,4.0/10,Needs Improvement,No,-,1,53,Campus,3,no_enrollment,No,"₹58,12,000",67.71L,45 days,Reference check was lukewarm about teamwork. Open to weekend shifts.,62.0
CH-9JENLK,Abhishree Meena,abhishree.meena379@outlook.com,+91 9114931975,43,2015,"ICFAI University, Tripura",B.E.,STEM,Hyderabad,Product Analyst,Senior Product Analyst,Junior Product Analyst (1.5y) | Junior Product Analyst (5.9y) | Senior Product Analyst (2.1y) | Sr. Product Analyst (0.8y),10.3 yrs,8,Pvt Ltd,10/49,NumPy; kafka; Pandas; Statistics; Tableau; hadoop; python,CKA; NPTEL DSA (Elite),absent,5.7,Meets Expectations,No,-,1,44,Referral,never,no_enrollment,No,2498000,31.11L,30 days,Shipped a feature used by 1M+ users.,49.4
CH-JWZY5B,Balwant Shukla,balwant.shukla503@gmail.com,+91 7506639238,48,2013,Indian Institute of Technology Delhi,B.Tech,STEM,Pune,Data Engineer,Principal Data Engineer,Associate Data Engineer (0.6 yrs) → Data Engineer (3.1 yrs) → Data Engineer III (3.4 yrs) → Lead Data Engineer (3.0 yrs) → Data Platform Manager (1.2 yrs) → Manager - Data Platform (0.9 yrs),12+ yrs,2,Pvt Ltd,100-500,Google Cloud | CV (images) | AWS | Structured Query Language | PySpark | event streaming (Kafka) | Python,,59,6.8,4.0,N,0,1,82,Campus,4,no_enrollment,No,23.47L,"₹31,48,000",30 days,Interested in the Bengaluru office.,59.5
CH-NQEG65,Narayani Hajariya,narayani.hajariya980@outlook.com,+91 6891196860,30,2018,Gujarat University Ahmedabad,B.Tech,STEM,Chennai,Product Analyst,Staff Product Analyst,Product Analyst I [8 mo] > Junior Product Analyst [6 mo] > Product Analyst I [20 mo] > Product Analyst [20 mo] > Product Analyst II [2 mo] > Product Analyst Lead [28 mo],84 months,1,Funded Startup,50-99,Advanced Excel | Power BI,Databricks Associate; TensorFlow Developer; NPTEL DSA (Elite); Azure Fundamentals,34,4.3,3,No,0,1,167,Referral,1,no_enrollment,Yes,"₹20,18,000",24.1 lpa,30 days,Prefers product companies.,44.4
CH-IYKU7W,Badal Verma,badal.verma512@yahoo.co.in,+91 9960414682,35,2004,Indian Institute of Technology Delhi,MBA,STEM,Madras,Product Analyst,Product Analyst III,Associate Product Analyst (0.9 yrs) → Product Analyst (3.0 yrs) → Sr. Product Analyst (3.9 yrs) → Senior Product Analyst (1.6 yrs),9.3 years,1,Pvt Ltd,50-99,Vue; PYTHON; excel; hadoop; Tableau; Structured Query Language; A/B testing; hypothesis testing,CKA,99,7.4,1.0,No,None,1,105,Job Portal,1,no_enrollment,No,"₹21,29,000",25.9 LPA,1 month,Led the migration of a legacy monolith to services. Consistently delivered ahead of sprint commitments.,0.0
CH-5FSCSV,Nishi Advani,nishi.advani977@hotmail.com,+91 6340680142,36,2010,Saurashtra University,PhD,Arts,Madras,Backend Engineer,Software Engineer III,Associate Software Engineer (2.4y) -> Associate Software Engineer (1.2y) -> Software Engineer III (2.5y) -> Software Engineer III (3.9y),10.0 years,4,Pvt Ltd,100-500,python,PMP; Databricks Associate; ISTQB Foundation,56.0 %,5.8,2,No,0,1,99,Referral,2,no_enrollment,Yes,25.1 LPA,"$38,231",Immediate,Currently exploring 2-3 other offers.,22.2
CH-EQ15J4,Mohit Pathak,mohit.pathak311@hotmail.com,+91 6365229905,40,2020,IIT-D,MS,STEM,Gurgaon,ML Engineer,Senior ML Engineer,ML Engineer Intern (0.7y) | ML Engineer Intern (0.1y) | ML Engineer Intern (2.8y) | ML Engineer I (1.8y) | ML Engineer III (1.0y),6.4,3,Pvt Ltd,100-500,scikit-learn; MySQL; natural language processing; MS Azure; PANDAS; PowerBI; Selenium WebDriver; pytorch,Databricks Associate; Google Professional Data Engineer; Azure Fundamentals,36,5.5,5,Y,None,1,44,LinkedIn,1,no_enrollment,Yes,"₹16,74,000",25.7 lpa,45 days,Has a pre-planned vacation next month. Hiring manager flagged excellent system-design round.,54.5
CH-13VHG7,Nimish Biswas,nimish.biswas9@rediffmail.com,+91 9860259180,51,1999,Manipal Institute of Technology,BCA,Other,Hyderabad,Product Analyst,VP Product,Junior Product Analyst (2.6y) → Associate Product Analyst (4.3y) → Senior Product Analyst (2.6y) → Product Manager (5.4y) → Manager - Product (5.9y) → Head of Product (5.9y),20+ years,2,,,Excel | PySpark | IaC (Terraform) | Hadoop | event streaming (Kafka) | docker | Amazon Web Services | hypothesis testing | airflow | Kotlin,,45.0 %,,5,Yes,0,1,34,Direct,>4,no_enrollment,No,59.8 LPA,8.64 Cr,1 month,Interested in the Bengaluru office. Led the migration of a legacy monolith to services.,18.2
CH-VBG2ID,Vashishth Bisht,vashishth.bisht195@outlook.com,+91 8777681975,28,2022,Visvesvaraya Technological University,Bachelor of Technology,STEM,Pune,DevOps / SRE,DevOps Engineer I,DevOps Engineer Intern [23 mo] → Trainee [4 mo] → DevOps Engineer I [7 mo],2.8,1,,,"split testing, K8s, terraform",ISTQB Foundation,69/100,68%,3,FALSE,-,1,112,Job Portal,3,Full time course,No,"₹9,93,000",INR 13.0 lakh,30 days,Owned production incidents end-to-end during on-call rotations.,67.2
CH-J8QPQR,Parinita Dadlani,parinita.dadlani676@hotmail.com,+91 7156126004,28,2018,Jadavpur University,BE,Humanities,Delhi,ML Engineer,ML Engineer,Associate ML Engineer (1.6 yrs) > Trainee ML Engineer (2.9 yrs) > ML Engineer II (1.5 yrs),5.9,1,,,"containers (docker),sklearn,k8s,model deployment,python 3,PyTorch",Azure Fundamentals,84/100,6.7,Meets Expectations,0,-,1,12,Referral,2,no_enrollment,No,1776000,25.5 LPA,60 days,,73.5
CH-2AQIV2,Juhi Bachchan,juhi.bachchan935@hotmail.com,+91 6704450973,,2021,DTU,Master of Technology,STEM,Ranchi,Backend Engineer,Associate Software Engineer,Junior Software Engineer (2.6y) → Trainee Software Engineer (2.1y),4+ yrs,6,Pvt Ltd,50-99,Flask | ES6 | Structured Query Language | Postgres | typescript | REST APIs | micro-services | java,CKA,74,5.3,5/5,yes,0,1,74,Employee Referral,1,no_enrollment,No,12.22L,14.4 LPA,15 days,Missed two sprint commitments last quarter. Open to weekend shifts.,76.8
CH-1UIH37,Ritika Bhatia,ritika.bhatia625@gmail.com,+91 8820919702,37,2021,Indian Institute of Technology Kharagpur,MS,STEM,Ranchi,Frontend Engineer,Frontend Engineer,Trainee Frontend Engineer [18 mo] -> Frontend Engineer [25 mo],3.6,1,Pvt Ltd,1000-4999,css | ReactJS | HTML,,33,4.3,2,yes,-,1,52,Campus,1,no_enrollment,Yes,"₹18,74,000",21.1 LPA,2 months,Consistently delivered ahead of sprint commitments. Strong ownership; drove a cross-team initiative.,36.5
CH-DGR8XH,Drupad Tagore,drupad.tagore759@rediffmail.com,+91 6805833403,42,2024,SRM University,PhD,STEM,Kolkata,Data Engineer,Trainee Data Engineer,Data Engineer I (1.6 yrs),1+ yrs,1,,,"Python3,sql,PyTorch,airflow",,47.0 %,6.3,3,Y,-,1,32,Referral,never,Part time course,No,8.59L,8.9 LPA,15 days,Led the migration of a legacy monolith to services. Mentored two junior engineers; strong communicator.,67.6
CH-ST85JX,Shubhangi Holkar,shubhangi.holkar74@gmail.com,+91 7745087708,32,2018,Bhupendra Narayan Mandal University,B.Sc,STEM,Gurgaon,Full Stack Engineer,Senior Full Stack Developer,Full Stack Developer I [17 mo] | Associate Full Stack Developer [12 mo] | Full Stack Developer III [33 mo] | Sr. Full Stack Developer [18 mo],6.8 years,8,Pvt Ltd,1000-4999,Postgre SQL | MSA | Swift | React.js | Cypress | GitHub Actions | SpringBoot | JS | rest api | node js | excel | TS,CKA; Oracle Java SE,67,7.9,5,Y,None,2,6,Other,1,no_enrollment,No,INR 27.8 lakh,"₹32,98,000",15 days,,70.8
CH-42KA9E,Vaidehi Priyadarshini,vaidehi.priyadarshini145@outlook.com,+91 6901942014,47,2022,Indian Institute of Technology Bombay,M.Sc,,Mysuru,DevOps / SRE,DevOps Engineer I,Junior DevOps Engineer (1.2y) -> Junior DevOps Engineer (1.6y),2+ yrs,1,,,microservice architecture,Google Professional Data Engineer,36,4.0,1,N,-,1,33,LinkedIn,never,no_enrollment,No,"₹9,45,000",INR 12.7 lakh,45 days,Reference check was lukewarm about teamwork. Has a pre-planned vacation next month.,35.9
CH-PJ0WAR,Anil Chandrachud,anil.chandrachud415@hotmail.com,+91 8217089459,34,2015,Vikram University,BE,STEM,Lucknow,Data Scientist,Data Science Manager,Junior Data Scientist (2.2 yrs) | Lead Data Scientist (1.2 yrs) | Lead Data Scientist (1.9 yrs) | Principal Data Scientist (3.9 yrs) | Manager - Data Science (2.0 yrs),11.2 years,6,,,Statistics | airflow | numpy | ML Ops | Git,Google Professional Data Engineer,58,7.5,4/5,0,0,1,24,Direct,1,Part time course,No,INR 32.3 lakh,INR 44.2 lakh,15 days,,32.1
CH-04H9BV,Roshan Vishwakarma,roshan.vishwakarma742@outlook.com,+91 8906844758,41,2020,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,B.Sc,STEM,Noida,Full Stack Engineer,Full Stack Developer,Associate Full Stack Developer [35 mo] → Full Stack Developer [35 mo],70 months,3,Pvt Ltd,50-99,JS | Golang | nlp | Spring Boot | containers (docker) | GitHub Actions | Node.js | Structured Query Language,ISTQB Foundation,34,3.5,5,Y,None,1,102,Sourcing,1,no_enrollment,No,INR 10.5 lakh,"₹14,69,000",2 months,,54.0
CH-UJDHKS,Bunty Joshi,bunty.joshi174@yahoo.co.in,+91 6822028173,35,2015,PSG College of Technology,BCA,Business Degree,Hyderabad,Backend Engineer,Engineering Manager,Trainee Software Engineer [12 mo] -> Software Engineer II [19 mo] -> Software Engineer III [5 mo] -> Senior Software Engineer [24 mo] -> Senior Software Engineer [42 mo] -> Staff Software Engineer [16 mo] -> Engineering Manager [6 mo] -> Principal Software Engineer [6 mo],10.8 years,2,Pvt Ltd,100-500,"python, MSA, terraform, c plus plus, javascript, PostgreSQL, Structured Query Language, REST APIs",PMP; Oracle Java SE,73,,4,N,0,2,44,Job Portal,>4,Part time course,Yes,45.93L,62.90L,30 days,,25.6
CH-7PJQ0C,Dhyanendra Ranaut,dhyanendra.ranaut242@rediffmail.com,+91 7994284320,,2025,Hemchandracharay North Gujarat University,BCA,STEM,Thiruvananthapuram,Frontend Engineer,Frontend Engineer Intern,Trainee (0.6y),<1 year,1,,,Tableau | Golang | html | Vue | spring | Java Script | graphql,ISTQB Foundation; TensorFlow Developer; AWS Certified Solutions Architect,67,5.2,3,TRUE,0,1,86,Job Portal,1,Full time course,Yes,"₹3,99,000",506000,1 month,Prefers hybrid work.,56.7
CH-RPYOAW,Lavanya Misra,lavanya.misra703@gmail.com,+91 6302498934,38,2020,SRM Institute Of Science & Technology,M.Sc,STEM,Visakhapatnam,QA Automation Engineer,QA Engineer II,Intern (1.9y) -> QA Engineer I (1.8y) -> QA Engineer II (0.7y),4.4 yrs,5,Pvt Ltd,50-99,"Jenkins, Amazon Web Services, Redis, Java 8",,65,6.7/10,3,N,0,1,23,LinkedIn,1,Full time course,No,"₹14,03,000","₹21,80,000",60 days,,43.3
CH-06BAWB,Pratigya Patwari,pratigya.patwari981@rediffmail.com,+91 9195805621,34,2021,Indian Institute of Technology Delhi,BE,STEM,Nagpur,Data Engineer,Senior Data Engineer,Junior Data Engineer (2.1y) → Senior Data Engineer (1.5y) → Senior Data Engineer (0.8y),4.4 years,3,,,"EKS/GKE,T-SQL,docker,Python3,Flask",,77,5.9,5.0,1,0,1,65,Campus,1,Full time course,No,18.25L,INR 24.0 lakh,60 days,Open to weekend shifts.,29.3
CH-NT4S2X,Chandrabhan Bendre,chandrabhan.bendre724@rediffmail.com,+91 6316792578,46,2014,"Birla Institute of Technology, Ranchi",B.Sc,STEM,Hyderabad,QA Automation Engineer,VP Quality,"Junior QA Engineer (2.5y) > Associate QA Engineer (2.3y) > Tech Lead (1.4y) > Tech Lead (1.3y) > Director, Quality (2.2y) > Head of Quality (1.6y)",11.4 years,6,Funded Startup,<10,"Python3,pandas,SQL,Java 8,Django,cypress,SCSS,ci-cd,Graph QL",Scrum Master (CSM),40,8.5,Unsatisfactory,No,None,1,40,Referral,3,no_enrollment,No,4567000,61.90L,45 days,,15.8
CH-TX4J8A,Vijaya Kher,vijaya.kher698@hotmail.com,+91 6224515154,32,2022,Periyar University,PhD,STEM,Gurugram,Frontend Engineer,Frontend Engineer,Junior Frontend Engineer (1.6y) | Frontend Engineer (2.5y),21 years,4,,1000-4999,"AngularJS, NLP, MS Azure, TypeScript, graphql, react js, SCSS, python 3, JS, HTML5",CKA,98/100,6.7,Exceeds Expectations,no,None,1,17,Sourcing,1,Part time course,No,INR 13.8 lakh,"₹19,79,000",45 days,Consistently delivered ahead of sprint commitments. Shipped a feature used by 1M+ users.,22.2
CH-L89EGB,Sheshnath Vaidya,sheshnath.vaidya849@outlook.com,+91 7317846997,30,2023,ICFAI University,B.Sc,STEM,Visakhapatnam,Full Stack Engineer,Apprentice,Intern (0.8y),<1 year,1,Public Sector,,"SQL,experimentation,C++,Node.js,typescript,JavaScript",NPTEL DSA (Elite),73,8.2/10,3/5,0,None,1,80,Direct,1,Full time course,No,2.65L,3.5 LPA,15 days,Prefers product companies.,53.2
CH-TJMS94,Harihar Kedia,harihar.kedia156@hotmail.com,+91 7912215885,32,2018,Goa University,BE,STEM,Noida,QA Automation Engineer,QA Engineer II,Intern [21 mo] → Apprentice [13 mo] → QA Engineer II [29 mo],5+ yrs,6,,,"Swift,python,Java 8,SQL,Selenium,django",,45,4.6/10,5/5,No,0,1,62,LinkedIn,1,no_enrollment,No,19.77L,2554000,15 days,Has a pre-planned vacation next month.,66.2
CH-5TUCDQ,Janhvi Nath,janhvi.nath521@rediffmail.com,+91 6543044136,27,2022,Thiruvalluvar University,Bachelor of Technology,STEM,Thiruvananthapuram,DevOps / SRE,Junior DevOps Engineer,Junior DevOps Engineer (3.4 yrs),3.4 years,2,Pvt Ltd,50-99,containers (docker) | computer vision | k8s | GitHub Actions | Unix/Linux,Scrum Master (CSM); Azure Fundamentals,N/A,5.7,NA,No,0,1,45,LinkedIn,1,Full time course,No,11.63L,17.8 LPA,0 days,Has a pre-planned vacation next month. Hiring manager flagged excellent system-design round.,49.6
CH-BAFRZ0,Saraswati Dutt,saraswati.dutt518@hotmail.com,+91 9563542419,32,2022,PSG College of Technology,B.Tech,STEM,Dehradun,QA Automation Engineer,Trainee QA Engineer,Intern (0.4y) → QA Engineer I (0.6y) → Associate QA Engineer (1.3y),27 months,1,Pvt Ltd,5000-9999,"Selenium WebDriver, ci-cd, ES6, Spring Boot, sql, AngularJS, Python3, django, Postgre SQL, Java 8, cpp, excel, Cypress, Tableau, Vue.js",Databricks Associate; Coursera ML Specialization,79,10.0,4,0,None,1,7,Sourcing,2,no_enrollment,No,13.3 lpa,"₹22,75,000",Serving notice - 15 days,,73.0
CH-6NUGXF,Prabhavati Tomar,prabhavati.tomar870@hotmail.com,+91 8871841292,45,2004,Jaipur National University,B.E.,STEM,Hyderabad,QA Automation Engineer,Head of Quality,"Junior QA Engineer (1.1 yrs) → Senior QA Engineer (3.2 yrs) → Sr. QA Engineer (1.8 yrs) → Staff QA Engineer (2.1 yrs) → Principal QA Engineer (8.6 yrs) → Principal QA Engineer (1.3 yrs) → Director, Quality (3.1 yrs)",20+ years,7,Pvt Ltd,500-999,"spring, Flask, Pandas",,33,5.1,1/5,N,0,1,90,Direct,2,no_enrollment,No,"₹65,22,000",75.73L,30 days,,12.2
CH-URJFQO,Nirbhay Mandal ,nirbhaymandal492@hotmail.com,08213789096,41,2021,IIT Delhi,B.Sc,STEM,Lucknow,Data Engineer,Data Engineer,Data Engineer I [23 mo] > Data Engineer [32 mo],4.6 years,1,Funded Startup,500-999,"Pandas, workflow orchestration (Airflow), version control, SQL, AWS (EC2/S3), PySpark, kafka, Computer Vision",Azure Fundamentals,53,4.3/10,5,N,None,1,122,Other,2,no_enrollment,No,"₹14,56,000",16.93L,1 month,Interested in the Bengaluru office. Reference check was lukewarm about teamwork.,62.8
CH-Z40QZZ,Ramdhari Khandelwal,ramdhari.khandelwal112@hotmail.com,+91 9546012019,57,2020,INDIAN INSTITUTE OF TECHNOLOGY ROORKEE,Btech,,Chennai,DevOps / SRE,Senior DevOps Engineer,Intern (1.2 yrs) > Apprentice (2.4 yrs) > Intern (1.0 yrs) > DevOps Engineer (0.5 yrs) > Senior DevOps Engineer (0.6 yrs),69 months,7,Pvt Ltd,10/49,"kubernetes,Jenkins,Python,terraform,AWS,Unix/Linux,MS Azure,Docker,SwiftUI",AWS Certified Solutions Architect; Azure Fundamentals; PMP,50,6.4,Meets Expectations,No,None,1,52,Walk-in,1,no_enrollment,No,INR 17.0 lakh,18.73L,2 months,Consistently delivered ahead of sprint commitments. Asked about relocation support.,77.4
CH-E5E2OK,Ridheekaran Guru,ridheekaran.guru426@outlook.com,+91 8788412290,42,2007,Tilka Manjhi Bhagalpur University,B.Sc,STEM,Madras,ML Engineer,Head of AI,Trainee ML Engineer (3.1 yrs) > ML Engineer III (2.2 yrs) > Lead ML Engineer (6.0 yrs) > Senior ML Engineer (3.9 yrs) > Head of AI (2.6 yrs) > Head of AI (1.2 yrs),18.9 yrs,1,Pvt Ltd,100-500,"google cloud platform,python 3,nlp,sklearn,mlflow,html,kubernetes",Coursera ML Specialization; AWS Certified Solutions Architect,42,7.3/10,5,Y,None,1,111,Job Portal,1,Full time course,Yes,47.68L,"₹54,18,000",15 days,Plays in a local cricket league.,25.5
CH-37BAZY,Harini Supriyo,harini.supriyo355@rediffmail.com,+91 8408191096,27,2022,Jaypee Institute of Information Technology,12th,,Gurgaon,Product Analyst,Trainee Product Analyst,Junior Product Analyst (0.4y) > Junior Product Analyst (0.9y),1.3 years,1,,,Node.js; Excel; HDFS; hypothesis testing; ML Ops; T-SQL; numpy,ISTQB Foundation; Oracle Java SE,36,3.0/10,5,Y,None,1,202,LinkedIn,never,no_enrollment,No,868000,INR 10.1 lakh,45 days,Open to weekend shifts.,51.8
CH-XZEVYK,Munna Pal,munna.pal247@yahoo.co.in,+91 8514608265,45,2009,University of Jammu,MBA,STEM,Madras,Data Scientist,Principal Data Scientist,Trainee (1.3y) -> Associate Data Scientist (2.6y) -> Senior Data Scientist (2.0y) -> Sr. Data Scientist (3.6y) -> Principal Data Scientist (2.1y) -> Principal Data Scientist (4.5y),16.1 years,2,NGO,10000+,"spark,experimentation,SQL,Statistics,Advanced Excel,Python3",Oracle Java SE; ISTQB Foundation,64,6.3,1,0,None,1,6,LinkedIn,>4,no_enrollment,No,49.57L,51.1 LPA,60 days,Consistently delivered ahead of sprint commitments. Prefers product companies.,41.7
CH-LAWIE4,Vipin Jindal,vipin.jindal863@rediffmail.com,+91 6835683580,27,2024,Greater Kolkata College of Engineering & Management,Polytechnic Diploma,,Pune,Product Analyst,Junior Product Analyst,Associate Product Analyst (2.1y),193 months,1,Pvt Ltd,10000+,"PowerBI, GCP, numpy, stats, Tableau, PYTHON, natural language processing, T-SQL, AB testing, Advanced Excel",CKA; NPTEL DSA (Elite),94,5.7,3,No,None,1,180,Other,never,Part time course,Yes,1124000,1642000,Serving notice - 15 days,Mentored two junior engineers; strong communicator. Shipped a feature used by 1M+ users.,18.4
